TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
7706,,Female,Orange,Green,,,Tie,,Lollipop,Diamond Stud,Diamond Studs,Anger,Garden,Back in the Burrow,Side To Side
7707,,Male,Black & White,Cat (Brown),,Black FLUF Singlet,Gold Chain,Sombrero,,Bull Ring,Bandaged,Blank,Markets,FLUF You Up,Big Nod
7708,,Male,Smoothie,Green (Dilated),Shutter Glasses,Boob Tube,,,Lip Piercings,,Gold Studs,Smile,Lambo,FLUF You Up,Bob
7709,Crimson Cattleman,Female,Zombie (Red),Zombie,Shutter Glasses,,Bowtie (Red),Cowboy Hat,,Gold Stud,,Blank,Heaven,Reggae Rabbits,Big Nod
7710,,Male,Black & White,Thirties,,Kimono,,Beanie,Tongue Out,,,Smile + Wink,Forest,FLUF You Up,Subtle Nod
7711,Gustavo Fring,Male,Zebra,Blue,,,Tie,Sombrero,Joint,,Steel Rings,Mouth Open (Right),Mansion,Space Fluffle,Side Nod
7712,Don Johnson,Male,Winter,Green,Neon Glasses,Flannel Jacket,Bone Necklace,,Cigar,Gold Ring,Steel Rings & Studs,Mouth Open (Right),FLUF Haus Miami 2021,NFT (Instrumental),Subtle Nod
7713,,Female,Blossom,Green,Aviators,Black FLUF Singlet,,,Cigar,,Gold Rings,Mouth Open (Right),Gallery,Reggae Rabbits,Round
7714,,Male,Darkness,Demon,Round Glasses,Voxel Rabbit Singlet,,,Cigarette,Steel Stud,,Mouth Open (Right) + Wink,Spaceship,Disco Rabbit,Side Nod
7715,Golden Treasure,Male,Hawk,Brown,,Gold Jacket,,Gold Cap,Party Horn,,Gold Bows,Mouth Open (Left),Beach,Hop With Me,Round
7716,,Female,Darkness,Cat (Brown),Star Glasses,Digital Camo Singlet,Collar (Pink),,,Diamond Stud,Diamond Studs,Smile,Swamp,Hop On By,Bob
7717,,Male,Ice Cream,Blue,Speed Glasses,High Vis Vest,Bone Necklace,Bandana,Cigarette,Gold Ring,Gold Rings,Mouth Open (Right),Dunes,Disco Rabbit,Round
7718,,Male,Zebra,Blast,,Digital Camo Singlet,Headphones,Mullet (Base),,Bone,,Blank,Garden,Eating Carrots in the Dark,Bob
7719,General Hopper,Male,Camo,Blue,Speed Glasses,Camo Jacket,,Beanie,Cigar,,Steel Rings,Mouth Open (Right) + Wink,Star Explorer,Shadows,Side To Side
7720,,Male,Moody Blue,Green,,Flannel Jacket,Clock Necklace,Army Helmet,Joint,,Gold Bows,Mouth Open (Right) + Wink,Heaven,Hop With Me,Bob
7721,,Male,Marshmellow,Heart (Red),,Dress,,Gold Cap,Medical Mask,,,Blank,Spaceship,I Like to Party,Big Nod
7722,,Male,Sky,Green (Dilated),,,,Sun Visor,,,,Blank,Heaven,Electric Carrots,Side Nod
7723,,Female,Grey,Heart (Red),,Boob Tube,Collar (Pink),Mullet (Base),Cigarette,Clown Nose,,Mouth Open (Right),Dunes,Space Fluffle,Subtle Nod
7724,,Female,Retro,Thirties,,Puffer Vest,,Mullet (Black),Lip Piercings,Bull Ring,,Smile,Gallery,Floating or Flying,Bob
7725,,Male,Darkness,Glowing Red,Aviators,,Bowtie (Red),Pirate Hat,Cigar,,,Mouth Open (Right) + Wink,Spaceship,Disco Rabbit,Subtle Nod
7726,angelbaby,Male,Cheetah,Green,Neon Glasses,Red Balloon Singlet,Bowtie (Red),,Carrot,Bull Ring,,Mouth Open (Right),Dunes,Hop On By,Round
7727,,Male,Ice Cream,Red (Dilated),,Red Balloon Singlet,,Tuft (Base),Cigarette,Bull Ring,Gold Rings,Mouth Open (Right),Mansion,Ear Wobbler,Subtle Nod
7728,,Male,Winter,Blue,Safety Glasses,,Bowtie (Black),Afro (Ginger),Cigarette,Steel Stud,Gold Rings & Studs,Mouth Open (Right),Swamp,Floating or Flying,Round
7729,Charles Hoskinson,Male,Orange,Green,Designer Glasses,,VIP lanyard,Bandana,Pipe,Gold Stud,Gold Rings & Studs,Mouth Open (Right),Gallery,Hop On By,Subtle Nod
7730,,Male,Sky,Green,Sunglasses,,Tie,Army Helmet,Joint,Bull Ring,Gold Rings,Mouth Open (Right),Beach,Floating or Flying,Side Nod
7731,,Male,Moody Blue,Heart (Red),,Tie Dye Singlet,Gold Dollar Chain,Pirate Hat,Carrot,Gold Ring,Steel Rings,Mouth Open (Right),Markets,Space Fluffle,Subtle Nod
7732,,Male,Camo,Blue,Cyberpunk Glasses,Sign My Carrot Singlet,Dog Tags,,,Gold Stud,Steel Rings,Anger,Tiki,Electric Carrots,Bob
7733,,Female,Grey,Heart (Blue),,Boob Tube,Greenstone,FLUF Cap,Lipstick,,Steel Rings,Sad,Swamp,I Like to Party,Subtle Nod
7734,,Female,Honeycomb,Cat (Brown),,Boob Tube,,Tuft (Blonde),Cigar,Gold Stud,Diamond Studs,Mouth Open (Right),Swamp,Hop On By,Subtle Nod
7735,,Male,Grey,Brown,Shutter Glasses,,Bone Necklace,Mohawk (Base),,Gold Ring,Bit Ear,Smile,Star Explorer,Back in the Burrow,Side Nod
7736,,Male,Candy Floss,Red,,,Clock Necklace,Mullet (Orange),,Clown Nose,,Blank,Gallery,Space Fluffle,Bob
7737,,Female,Parrot,Scribble,,Puffer Jacket,,,Lollipop,Steel Stud,,Mouth Open (Left),Dunes,Electric Carrots,Side Nod
7738,,Male,Retro,Cat (Blue),Shutter Glasses,,Collar (Black),Sun Visor,Party Horn,,,Anger,Swamp,Hop With Me,Side To Side
7739,Sir Bobbit Ross Covid Fro ,Male,Camo,Brown,Eye Patch,Flannel Jacket,,Afro (Ginger),Medical Mask,,Steel Rings,Blank,Mansion,FLUF You Up,Groove
7740,,Female,Starry Night,Red,,,,Tuft (Blonde),,Steel Ring,Steel Studs,Blank,Dunes,Eating Carrots in the Dark,Round
7741,,Male,Cow,Green,Sunglasses,White Singlet,Bowtie (Gold),Cowboy Hat,Cigar,,Steel Rings,Mouth Open (Right),Spaceship,FLUF You Up,Round
7742,,Female,Winter,Blue,Neon Glasses,,,,Lipstick,Steel Stud,Steel Rings & Studs,Blank,Forest,Hop On By,Groove
7743,,Male,Hirst,Brown,Neon Glasses,,Bowtie (Black),Pirate Hat,Lip Piercings,Diamond Stud,Steel Rings,Smile + Wink,Markets,Ear Wobbler,Bob
7744,,Male,Raspberry Ripple,Cat (Blue),,,Bowtie (Black),,Whistle,Bull Ring,Steel Studs,Mouth Open (Middle),Beach,Desert Digging,Round
7745,,Male,Grey,Brown,Heart Glasses,,Collar (Pink),Tuft (Base),,Clown Nose,,Sad,Star Explorer,Stardust,Side To Side
7746,,Male,Tiger,Reptile (White),,Digital Camo Singlet,Bowtie (Black),Mullet (Black),Carrot,Gold Stud,Steel Rings & Studs,Mouth Open (Right),Swamp,Reggae Rabbits,Groove
7747,,Male,Orange,Scribble,,Flannel Jacket,,Afro (Base),Cigarette,Bone,,Mouth Open (Right),Dunes,Eating Carrots in the Dark,Groove
7748,,Male,Parrot,Brown,,Yellow Rabbit Singlet,,Afro (Ginger),Pipe,,,Mouth Open (Right),Dunes,Space Fluffle,Round
7749,,Male,Blue Blood,Thirties,,High Vis Vest,,Mullet (Base),,Bull Ring,,Smile,Beach,Floating or Flying,Side To Side
7750,,Male,Marshmellow,Green (Dilated),Eye Patch,,,Propeller Hat,,Bone,Gold Studs,Blank,Forest,Hop With Me,Side Nod
7751,,Male,Moody Blue,Brown,Neon Glasses,Puffer Vest,,Beanie,Pipe,,,Mouth Open (Right),Backalley,Space Fluffle,Side Nod
7752,,Female,Black & White,Heart (Blue),Star Glasses,,Peace Necklace,,Party Horn,Bull Ring,Gold Rings & Studs,Anger,Mansion,Run Rabbit,Bob
7753,,Male,Tiger,Scribble,,,VIP lanyard,Birthday Hat,Lip Piercings,,Steel Rings & Studs,Smile + Wink,Dunes,Space Fluffle,Groove
7754,,Male,Sky,Purple Rings,,Boob Tube,,,Lip Piercings,Gold Ring,Steel Rings & Studs,Smile,Garden,Reggae Rabbits,Side Nod
7755,,Male,Parrot,Reptile (White),,Yellow Rabbit Singlet,Gold Chain,,Joint,,,Mouth Open (Right) + Wink,Swamp,Beyond the Gates,Side Nod
7756,,Male,Sandy,Green,,Flannel Jacket,Bowtie (Black),Conical Hat,Joint,Steel Stud,Steel Rings & Studs,Mouth Open (Right) + Wink,Swamp,Floating or Flying,Side Nod
7757,,Male,Grey,Red (Dilated),Cyberpunk Glasses,Sign My Carrot Singlet,Bowtie (Gold),,Joint,Bull Ring,,Mouth Open (Right),Markets,Coffee and Carrots,Big Nod
7758,,Male,Sandy,Purple,,Tie Dye Singlet,Lei,,,Bull Ring,Red Ribbon,Smile,Beach,FLUF You Up,Subtle Nod
7759,,Female,Black & White,Green,Star Glasses,Leather Vest,,,Mooncrust Pizza,,Bit Ear,Mouth Open (Middle),Garden,Space Fluffle,Big Nod
7760,,Male,Cheetah,Fire,,Yellow Rabbit Singlet,Collar (Pink),Tuft (Blonde),Lollipop,,Bandaged,Mouth Open (Left),Tiki,Follow You,Subtle Nod
7761,,Male,Orange,Blue,Aviators,Tie Dye Singlet,Lei,Halo,Pipe,Clown Nose,,Mouth Open (Right),Mansion,Run Rabbit,Subtle Nod
7762,,Male,Guernica,Green (Dilated),,Voxel Rabbit Singlet,Bowtie (Black),FLUF Cap,Cigar,,Steel Studs,Mouth Open (Right),Markets,Run Rabbit,Bob
7763,,Female,Hirst,Blue,Round Glasses,Boob Tube,Bowtie (Red),Beanie,Lip Piercings,Steel Stud,,Smile,Dunes,Rabbiton,Subtle Nod
7764,,Male,Red,Green (Dilated),Dive Goggles,Leather Vest,,,Carrot,Bone,,Mouth Open (Right),Markets,Dubhop,Groove
7765,,Male,Grey,Scribble,,High Vis Vest,,,Party Horn,Clown Nose,Bandaged,Mouth Open (Left),Markets,Beyond the Gates,Subtle Nod
7766,,Female,Parrot,Glowing Red,Designer Glasses,Digital Camo Singlet,,,Pacifier,Steel Ring,,Mouth Open (Middle) + Wink,Markets,Ear Wobbler,Side Nod
7767,,Male,Zombie (Grey),Dead,,,Bone Necklace,Sun Visor,,,Bandaged,Blank,Backalley,Messiah,Subtle Nod
7768,,Male,Brown,Thirties,Dive Goggles,,Collar (Black),,,Gold Ring,FLUF Tag,Blank,Beach,Space Fluffle,Groove
7769,,Male,Grey,Brown,Round Glasses,High Vis Vest,,,Cigarette,Gold Ring,,Mouth Open (Right),Spaceship,Eating Carrots in the Dark,Groove
7770,The Darkness,Male,Darkness,Glowing White,Neon Glasses,,Collar (Black),Mohawk (Red),Joint,Steel Stud,FLUF Tag,Mouth Open (Right),Dancing in the Shroomlight,Disco Rabbit,Bob
7771,,Female,Peppermint,Red (Dilated),,Sign My Carrot Singlet,VIP lanyard,Afro (Black),,,,Blank,Backalley,Hop With Me,Subtle Nod
7772,,Male,Brown,Blue,,Pink Jacket,,Army Helmet,Lollipop,,,Anger,The Front,Coffee and Carrots,Round
7773,Dune King,Male,Raspberry Ripple,Brown,Safety Glasses,,VIP lanyard,,Lollipop,,Steel Studs,Anger,Dunes,Desert Digging,Big Nod
7774,,Female,Hawk,Green,,Yellow Rabbit Singlet,Collar (Black),Tuft (Base),,Bull Ring,,Blank,Tiki,Disco Rabbit,Subtle Nod
7775,,Male,Darkness,Demon,,Voxel Rabbit Singlet,Greenstone,,Carrot,Bull Ring,,Mouth Open (Right),Backalley,Hop With Me,Groove
7776,,Male,Candy Floss,Green,Dive Goggles,Yellow Rabbit Singlet,Gold Chain,,Carrot,,Steel Rings,Mouth Open (Right),Swamp,Coffee and Carrots,Round
7777,,Male,Winter,Cat (Brown),Designer Glasses,Camo Jacket,,Cowboy Hat,Pipe,,Steel Studs,Mouth Open (Right),Heaven,Follow You,Subtle Nod
7778,,Male,Peppermint,Heart (Red),,,,Tuft (Base),Joint,Steel Stud,Steel Studs,Mouth Open (Right),Tiki,FLUF You Up,Groove
7779,,Male,Highlighter,Purple,,,Bowtie (Black),Mullet (Base),Joint,Diamond Stud,,Mouth Open (Right),Spaceship,What the FLUF,Subtle Nod
7780,Princess Lei,Female,Tiger,Blue,,Red Balloon Singlet,VIP lanyard,Flower Crown,,Bull Ring,,Smile + Wink,Heaven,Reggae Rabbits,Bob
7781,,Female,Sandy,Yellow,Fake Eyelashes,,Collar (Black),Conical Hat,Joint,,,Mouth Open (Right),Swamp,Ear Wobbler,Bob
7782,Impulse,Male,Orange,Blast,,,,Army Helmet,,Gold Ring,Diamond Cross Earring,Blank,Lambo,Dubhop,Round
7783,,Male,Black & White,Mandala,,Black FLUF Singlet,Collar (Black),,Demon Mask,,FLUF Tag,Blank,Beach,Follow You,Bob
7784,,Male,Darkness,Dead,Sunglasses,,Glowstick Necklace,,Cigarette,Gold Ring,Steel Rings,Mouth Open (Right),Mansion,Follow You,Round
7785,Buck Rogers,Male,Highlighter,Portal,,Boob Tube,,,,,Gold Rings & Studs,Smile,Spaceship,Follow You,Bob
7786,,Male,Zebra,Scribble,,Flannel Jacket,,Army Helmet,Pipe,Bull Ring,Gold Bows,Mouth Open (Right),Mansion,FLUF You Up,Groove
7787,,Male,Honeycomb,Green,Round Glasses,Yellow Rabbit Singlet,Glowstick Necklace,Tuft (Base),Joint,Gold Stud,,Mouth Open (Right),Gallery,Beyond the Gates,Side To Side
7788,,Female,Moody Blue,Red (Dilated),,Pink Jacket,Bowtie (Black),Beanie,Cigarette,Bull Ring,Steel Rings,Mouth Open (Right),Mystic Valley,Messiah,Round
7789,,Male,Darkness,Mandala,,Digital Camo Singlet,,Propeller Hat,,Bull Ring,Gold Bows,Blank,Heaven,Beyond the Gates,Bob
7790,Davidson,Male,Cheetah,Reptile (White),,,,Gold Cap,Pipe,,,Mouth Open (Right),Forest,Space Fluffle,Big Nod
7791,,Male,Sandy,Red (Dilated),Shutter Glasses,,Dog Tags,,Lip Piercings,,Gold Bows,Smile,Dunes,Disco Rabbit,Big Nod
7792,,Male,Candy Floss,Brown,,Black FLUF Singlet,Collar (Black),Conical Hat,,Bone,,Anger,Spaceship,What the FLUF,Subtle Nod
7793,,Male,Sky,Green,Shutter Glasses,Kimono,Collar (Black),Beanie,Cigar,Bone,,Mouth Open (Right),Forest,Follow You,Side To Side
7794,,Male,Grey,Blue,Eye Patch,Flannel Jacket,,Mohawk (Black),,Steel Stud,Steel Studs,Blank,Backalley,Run Rabbit,Side To Side
7795,,Male,Highlighter,Blue,Speed Glasses,,Bowtie (Black),,Lollipop,Steel Ring,,Anger,Garden,Electric Carrots,Side To Side
7796,,Male,Pheonix,Cat (Brown),,,Bowtie (Red),Mullet (Base),,,Gold Bows,Blank,Gallery,Rabbiton,Round
7797,Andrew McFluff,Male,Red,Green,,High Vis Vest,,Army Helmet,Pipe,Steel Ring,Steel Studs,Mouth Open (Right),Beach,What the FLUF,Round
7798,,Male,Peppermint,Green,Aviators,High Vis Vest,,,Joint,Diamond Stud,Steel Rings,Mouth Open (Right),Mansion,I Like to Party,Round
7799,,Female,Sandy,Blue,Sunglasses,Yellow Rabbit Singlet,,Birthday Hat,Carrot,Bull Ring,Gold Rings,Mouth Open (Right) + Wink,Markets,What the FLUF,Bob
7800,,Male,Smoothie,Blue,Sunglasses,Yellow Rabbit Singlet,Collar (Black),,Carrot,Bull Ring,Steel Rings,Mouth Open (Right),Forest,What the FLUF,Bob
7801,Penny Lane,Female,Grey,Purple,,,,Mohawk (Red),Joint,,Gold Bows,Mouth Open (Right) + Wink,Gallery,Coffee and Carrots,Round
7802,,Male,Moody Blue,Brown,,High Vis Vest,Bowtie (Red),Beer Hat,,Gold Ring,,Blank,Heaven,Dubhop,Round
7803,,Male,Guernica,Blue,Neon Glasses,Camo Jacket,,Crown,Pipe,,,Mouth Open (Right),Heaven,Hop On By,Subtle Nod
7804,,Male,Brown,Red,,,FLUF Logo Chain,Pirate Hat,Cigar,,FLUF Tag,Mouth Open (Right) + Wink,Backalley,I Like to Party,Round
7805,,Male,Red,Portal,,High Vis Vest,Bowtie (Gold),Tennis Hat,Cigar,,,Mouth Open (Right) + Wink,Lambo,Hop On By,Big Nod
7806,,Male,Grey,Blue,Star Glasses,Camo Jacket,,Afro (Base),,Bull Ring,,Blank,Forest,FLUF You Up,Side To Side
7807,,Female,Candy Floss,Xs,,Tie Dye Singlet,,Crown,Cigarette,,,Mouth Open (Right),Markets,I Like to Party,Subtle Nod
7808,,Male,Moody Blue,Brown,Designer Glasses,,Bowtie (Red),Mohawk (Base),Joint,Steel Ring,FLUF Tag,Mouth Open (Right) + Wink,Forest,Hop On By,Round
7809,,Female,Sky,Cat (Blue),,,Dog Tags,Tuft (Blonde),Pipe,Bone,Bit Ear,Mouth Open (Right),Spaceship,What the FLUF,Bob
7810,,Male,Camo,Brown,Cyberpunk Glasses,,Collar (Black),Mullet (Base),Lipstick,Gold Stud,Steel Rings & Studs,Grin,Forest,Electric Carrots,Round
7811,Marfusha,Male,Darkness,Dead,Star Glasses,FLUF Jacket,,,Cigarette,,Gold Rings & Studs,Mouth Open (Right),Spaceship,FLUF You Up,Side To Side
7812,,Male,Cow,Hypnotic,Dive Goggles,,Bowtie (Black),Afro (Ginger),Joint,,Gold Studs,Mouth Open (Right),Markets,Reggae Rabbits,Side Nod
7813,,Male,Black & White,Blue,,Black FLUF Singlet,VIP lanyard,,Party Horn,,,Mouth Open (Left) + Wink,FLUF Haus Miami 2021,FLUF Ocean,Round
7814,Rapeti Rappin Rabbit,Male,Retro,Brown,Round Glasses,,Gold Chain,Propeller Hat,,Steel Ring,,Smile,Mystic Valley,NFT (Instrumental),Side Nod
7815,,Male,Darkness,Cat (Brown),,,Bowtie (Gold),,,Diamond Stud,Bandaged,Blank + Wink,Dunes,Space Fluffle,Groove
7816,,Male,Parrot,Blue,Round Glasses,,,,Pipe,Clown Nose,Red Ribbon,Mouth Open (Right),Beach,Dubhop,Subtle Nod
7817,,Male,Peppermint,Thirties,Star Glasses,Leather Vest,Dog Tags,,,Steel Ring,Gold Rings,Smile,Beach,Disco Rabbit,Bob
7818,Peter Schiff,Male,Cow,Cat (Brown),,Black FLUF Singlet,,,Lollipop,Bone,Steel Studs,Mouth Open (Left),Swamp,Reggae Rabbits,Subtle Nod
7819,Bunny Eilish,Female,Brown,Green,Sunglasses,High Vis Vest,,Tuft (Black),Lipstick,,,Blank,Heaven,Hop With Me,Big Nod
7820,,Male,Blue Blood,Green,,Pink Jacket,,,Whistle,Steel Ring,Bandaged,Mouth Open (Middle),Backalley,Beyond the Gates,Big Nod
7821,,Male,Brown,Red,,Flannel Jacket,,Birthday Hat,Medical Mask,,Steel Studs,Blank,Markets,Floating or Flying,Subtle Nod
7822,,Male,Camo,Reptile (Cream),,,Dog Tags,,,Steel Ring,Steel Rings,Blank,Mansion,Ear Wobbler,Bob
7823,,Male,Sandy,Blast,,,Peace Necklace,Sombrero,,Clown Nose,Gold Rings & Studs,Blank,Backalley,What the FLUF,Side To Side
7824,,Male,Retro,Blue,,Tie Dye Singlet,Bowtie (Black),Mullet (Black),Cigar,,,Mouth Open (Right),Mansion,Hop With Me,Side To Side
7825,,Male,Marshmellow,Cat (Brown),,,Tie,Pirate Hat,Joint,Diamond Stud,,Mouth Open (Right),Beach,I Like to Party,Big Nod
7826,,Male,Sky,Thirties,,,Peace Necklace,Pirate Hat,Medical Mask,,FLUF Tag,Blank,Spaceship,What the FLUF,Round
7827,,Female,Smoothie,Red,,,Gold Chain,Army Helmet,,Diamond Stud,Steel Studs,Smile + Wink,Gallery,Space Fluffle,Groove
7828,,Male,Orange,Blue,Round Glasses,,Glowstick Necklace,,Carrot,Bone,FLUF Tag,Mouth Open (Right) + Wink,Mansion,What the FLUF,Side To Side
7829,,Male,Sandy,Cat (Brown),,,Dog Tags,Propeller Hat,Lip Piercings,Gold Ring,Steel Rings & Studs,Smile + Wink,Forest,Beyond the Gates,Round
7830,Aloha,Female,Sandy,Reptile (White),,,Lei,Conical Hat,,Bull Ring,FLUF Tag,Blank,Tiki,Run Rabbit,Side To Side
7831,,Male,Winter,Dollars,Eye Patch,,Clock Necklace,Tuft (Base),Demon Mask,,,Blank,Spaceship,Coffee and Carrots,Big Nod
7832,,Male,Darkness,Dead,,,Glowstick Necklace,,Party Horn,Bull Ring,Gold Bows,Mouth Open (Left),Spaceship,I Like to Party,Big Nod
7833,,Male,Black & White,Blue,,Yellow Rabbit Singlet,Clock Necklace,Army Helmet,,Gold Ring,,Smile + Wink,Tiki,Beyond the Gates,Side To Side
7834,,Male,Parrot,Green,Round Glasses,Kimono,Collar (Black),Mohawk (Base),Pipe,,,Mouth Open (Right),Spaceship,Reggae Rabbits,Round
7835,,Male,Black & White,Purple,Star Glasses,Voxel Rabbit Singlet,Peace Necklace,Bandana,,Steel Stud,Gold Bows,Blank,Spaceship,Rabbiton,Side To Side
7836,,Male,Parrot,Brown,,,Bowtie (Black),FLUF Cap,Lollipop,Gold Ring,Gold Rings & Studs,Anger,Dunes,Electric Carrots,Big Nod
7837,,Male,Zebra,Green (Dilated),,Leather Vest,Bone Necklace,Propeller Hat,Joint,,Steel Rings,Mouth Open (Right) + Wink,Dunes,Back in the Burrow,Subtle Nod
7838,,Female,Black & White,Red,Designer Glasses,Boob Tube,Bowtie (Black),,Joint,Gold Stud,,Mouth Open (Right),Beach,Floating or Flying,Groove
7839,,Male,Darkness,Dead,Neon Glasses,Camo Jacket,,Devil Horns,Pipe,Gold Ring,Santa Hat,Mouth Open (Right),Dunes,Dubhop,Bob
7840,,Male,Tiger,Brown,,,Bowtie (Black),Birthday Hat,Cigarette,Diamond Stud,,Mouth Open (Right),Spaceship,Electric Carrots,Subtle Nod
7841,,Male,Black & White,Blue,Sunglasses,High Vis Vest,,Conical Hat,Pacifier,Bull Ring,Steel Studs,Mouth Open (Middle),Forest,Disco Rabbit,Groove
7842,Count Oscurita,Male,Darkness,Demon,Safety Glasses,Kimono,,,Joint,Steel Ring,Steel Studs,Mouth Open (Right),Mansion,Dubhop,Side Nod
7843,,Male,Darkness,Glowing Red,Sunglasses,Black FLUF Singlet,Dog Tags,,,Steel Stud,Gold Rings,Grin,Dunes,Coffee and Carrots,Bob
7844,,Female,Grey,Glowing White,,,Dog Tags,,Pacifier,Steel Ring,Gold Bows,Mouth Open (Middle),Tiki,Disco Rabbit,Side To Side
7845,,Male,Orange,Mandala,,Puffer Vest,Tie,Sombrero,Whistle,Steel Stud,FLUF Tag,Mouth Open (Middle),Spaceship,Space Fluffle,Big Nod
7846,Ziggy Starfluf,Male,Parrot,Thirties,,Red Balloon Singlet,Gold Chain,,Lipstick,,Red Ribbon,Blank,Lambo,I Like to Party,Side To Side
7847,,Male,Winter,Yellow,,Puffer Vest,Collar (Pink),,Joint,,Steel Rings & Studs,Mouth Open (Right),Swamp,Run Rabbit,Groove
7848,Clinton,Male,Guernica,Yellow,,Camo Jacket,Bowtie (Black),Conical Hat,,,Bandaged,Blank,The Front,Eating Carrots in the Dark,Side Nod
7849,,Male,Raspberry Ripple,Blast,,,Bowtie (Gold),Conical Hat,Carrot,Bloody,,Mouth Open (Right),Dunes,Ear Wobbler,Side To Side
7850,,Male,Candy Floss,Reptile (White),,Sign My Carrot Singlet,Dog Tags,Mohawk (Black),Cigarette,Steel Ring,,Mouth Open (Right),Tiki,What the FLUF,Big Nod
7851,,Female,Winter,Heart (Blue),,,Dog Tags,Sun Visor,Pipe,Gold Ring,Steel Rings,Mouth Open (Right),Backalley,I Like to Party,Big Nod
7852,Lady Gaga,Female,Tiger,Cat (Brown),,,Bowtie (Black),Tuft (Blonde),Joint,,Bandaged,Mouth Open (Right),Garden,Hop With Me,Subtle Nod
7853,,Female,Raspberry Ripple,Dollars,,,,FLUF Cap,,Steel Ring,Gold Rings & Studs,Blank + Wink,Swamp,Hop On By,Bob
7854,,Male,Raspberry Ripple,Glowing White,Bug Eye Glasses,Puffer Vest,,,Cigarette,,Gold Bows,Mouth Open (Right),Tiki,Eating Carrots in the Dark,Groove
7855,FLUF The Magic Dragon,Male,Winter,Purple,Shutter Glasses,Digital Camo Singlet,Bowtie (Black),Mullet (Orange),Pipe,Steel Ring,Red Ribbon,Mouth Open (Right),Forest,Run Rabbit,Bob
7856,,Male,Grey,Brown,Sunglasses,Yellow Rabbit Singlet,Bowtie (Black),Cowboy Hat,,Steel Ring,,Sad,Mansion,Ear Wobbler,Big Nod
7857,Bullish Fluf,Male,Sky,Green,Shutter Glasses,Leather Vest,Collar (Black),Pirate Hat,Whistle,Clown Nose,Gold Studs,Mouth Open (Middle),Dancing in the Shroomlight,Back in the Burrow,Side To Side
7858,,Female,Ice Cream,Scribble,,Boob Tube,Bowtie (Red),Mohawk (Base),Carrot,Steel Ring,Steel Studs,Mouth Open (Right),Markets,Space Fluffle,Groove
7859,,Male,Sky,Yellow,Star Glasses,Sign My Carrot Singlet,,Devil Horns,,,FLUF Tag,Smile,Gallery,Back in the Burrow,Subtle Nod
7860,,Male,Red,Green (Dilated),Star Glasses,,Peace Necklace,,Cigarette,Gold Ring,Steel Studs,Mouth Open (Right),Mansion,Coffee and Carrots,Groove
7861,,Male,Cheetah,Brown,Dive Goggles,Digital Camo Singlet,FLUF Logo Chain,Beanie,Party Horn,Steel Stud,Gold Studs,Anger,Garden,Floating or Flying,Side To Side
7862,,Female,Darkness,Thirties,,Puffer Vest,Bowtie (Red),Flower Crown,Lollipop,Steel Ring,Steel Rings & Studs,Mouth Open (Left),Mansion,What the FLUF,Groove
7863,,Male,Red,Brown,Deal With It Glasses,,Dog Tags,,Pipe,Bull Ring,,Mouth Open (Right),Forest,Space Fluffle,Big Nod
7864,,Female,Winter,Scribble,,Black FLUF Singlet,Lei,FLUF Cap,,Steel Stud,Diamond Studs,Blank,Markets,Run Rabbit,Bob
7865,,Male,Zombie (Red),Zombie,Shutter Glasses,,,Mullet (Base),Cigar,Bull Ring,,Mouth Open (Right) + Wink,Lambo,Back in the Burrow,Big Nod
7866,,Male,Zebra,Cat (Blue),Star Glasses,Kimono,Collar (Pink),,Whistle,,Bandaged,Mouth Open (Middle) + Wink,Beach,Ear Wobbler,Groove
7867,Paw Diesel,Male,Black & White,Red,,,,FLUF Cap,Lollipop,Clown Nose,Steel Studs,Mouth Open (Left),Lambo,Beyond the Gates,Big Nod
7868,,Male,Candy Floss,Blue,Speed Glasses,,Bone Necklace,Beanie,,,Bit Ear,Blank,Beach,Floating or Flying,Groove
7869,Miss Slippy the Mycelium Hippie,Female,Black & White,Purple,,Leather Vest,,Afro (Ginger),Joint,Bone,Gold Studs,Mouth Open (Right),Lambo,Higher,Groove
7870,,Male,Orange,Yellow,Shutter Glasses,,Peace Necklace,,Whistle,,,Mouth Open (Middle) + Wink,Markets,Disco Rabbit,Bob
7871,Eddy,Male,Winter,Cat (Blue),,,,Cowboy Hat,Pipe,Diamond Stud,Steel Rings,Mouth Open (Right),Backalley,Reggae Rabbits,Side To Side
7872,,Female,Sandy,Blue,Sunglasses,,Collar (Pink),Afro (Base),Joint,,Steel Rings & Studs,Mouth Open (Right),Tiki,Run Rabbit,Bob
7873,,Male,Darkness,Glowing Red,Heart Glasses,FLUF Jacket,,,,Bone,Steel Rings,Grin,Tiki,Dubhop,Bob
7874,,Male,Darkness,Glowing White,Aviators,,,Army Helmet,Joint,Gold Stud,,Mouth Open (Right),Beach,Rabbiton,Subtle Nod
7875,White Cutie,Male,Smoothie,Brown,,Camo Jacket,Bowtie (Red),Afro (Base),Lollipop,Gold Stud,,Mouth Open (Left) + Wink,Markets,Space Fluffle,Subtle Nod
7876,,Male,Darkness,Mandala,,Puffer Vest,Bowtie (Black),Mullet (Black),,,Red Ribbon,Blank,Spaceship,Rabbiton,Big Nod
